,name,organism,GenBank_ID,UniProt_ID,drugs,drugs_num
BE0000285,Sodium-coupled neutral amino acid transporter 3,Humans,AF244548,Q99624,DB00117; DB00174,2
BE0000086,Histidine ammonia-lyase,Humans,D16626,P42357,DB00117,1
BE0000372,Glycine N-methyltransferase,Humans,AF101477,Q14749,DB00118; DB04272,2
BE0000101,S-adenosylmethionine decarboxylase proenzyme,Humans,M21154,P17707,DB00118; DB03754,2
BE0000304,S-adenosylmethionine synthase isoform type-2,Humans,X68836,P31153,DB00118,1
BE0000407,S-adenosylmethionine synthase isoform type-1,Humans,D49357,Q00266,DB00118,1
BE0002089,Catechol O-methyltransferase,Humans,M65212,P21964,DB00118; DB00323; DB00494; DB04820; DB11632,5
BE0008997,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,Humans,M65212,Q8N1G2,DB00118,1
BE0005015,Arsenite methyltransferase,Humans,M65212,Q9HBK9,DB00118,1
BE0000789,Large neutral amino acids transporter small subunit 2,Humans,AF171669,Q9UHI5,DB00120,1
BE0000038,Phenylalanine--tRNA ligase alpha subunit,Humans,U07424,Q9Y285,DB00120,1
BE0000753,Phenylalanine-4-hydroxylase,Humans,K03020,P00439,DB00120; DB00360; DB00368; DB06262,4
BE0000028,"Phenylalanine--tRNA ligase, mitochondrial",Humans,AF097441,O95363,DB00120,1
BE0000561,Phenylalanine--tRNA ligase beta subunit,Humans,D84430,Q9NSD9,DB00120,1
BE0000614,Tyrosine 3-monooxygenase,Humans,Y00414,P07101,DB00120; DB00135; DB00360; DB00765,4
BE0000544,"Propionyl-CoA carboxylase beta chain, mitochondrial",Humans,X73424,P05166,DB00121; DB00161,2
BE0000159,Biotin--protein ligase,Humans,D23672,P50747,DB00121,1
BE0000094,Sodium-dependent multivitamin transporter,Humans,AF116241,Q9Y289,DB00121; DB00166,2
BE0000072,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",Humans,AB050049,Q9HCC0,DB00121,1
BE0000702,Acetyl-CoA carboxylase 2,Humans,U89344,O00763,DB00121; DB00173,2
BE0000445,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",Humans,AF310972,Q96RQ3,DB00121,1
BE0000698,"Pyruvate carboxylase, mitochondrial",Humans,U04641,P11498,DB00121,1
BE0000492,"Propionyl-CoA carboxylase alpha chain, mitochondrial",Humans,X14608,P05165,DB00121,1
BE0000626,Acetyl-CoA carboxylase 1,Humans,U19822,Q13085,DB00121,1
BE0000494,Choline-phosphate cytidylyltransferase B,Humans,AF052510,Q9Y5K3,DB00122; DB14006,2
BE0000426,Acetylcholinesterase,Humans,M55040,P22303,DB00122; DB00382; DB00411; DB00449; DB00483; DB00545; DB00674; DB00677; DB00733; DB00805; DB00843; DB00863; DB00944; DB00981; DB00989; DB01010; DB01122; DB01199; DB01233; DB01245; DB01364; DB01400; DB03128; DB04864; DB14006,25
BE0000615,Choline-phosphate cytidylyltransferase A,Humans,L28957,P49585,DB00122; DB14006,2
BE0002179,Phospholipase D2,Humans,AF033850,O14939,DB00122; DB14006,2
BE0002180,Cholinesterase,Humans,M32391,P06276,DB00122; DB00382; DB00449; DB00545; DB00674; DB00677; DB00733; DB00772; DB00863; DB00941; DB00944; DB00989; DB01010; DB01057; DB01221; DB14006,16
BE0002181,Phospholipase D1,Humans,U38545,Q13393,DB00122; DB14006,2
BE0002186,Phosphoethanolamine/phosphocholine phosphatase,Humans,AJ457189,Q8TCT1,DB00122; DB14006,2
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,Humans,X70297,P36544,DB00122; DB00184; DB00237; DB00241; DB00306; DB00312; DB00418; DB00514; DB00599; DB00657; DB00674; DB00794; DB00849; DB00915; DB01174; DB01199; DB01273; DB01351; DB01353; DB03128; DB09061; DB14006,22
BE0000212,High affinity cationic amino acid transporter 1,Humans,X59155,P30825,DB00123; DB00125; DB00129,3
BE0000052,Cationic amino acid transporter 4,Humans,AJ000730,O43246,DB00123; DB00125; DB00129,3
BE0000136,Cationic amino acid transporter 3,Humans,AF320612,Q8WY07,DB00123; DB00125; DB00129; DB13146,4
BE0000562,Low affinity cationic amino acid transporter 2,Humans,D29990,P52569,DB00123; DB00129,2
BE0000198,Lysine--tRNA ligase,Humans,D31890,Q15046,DB00123,1
BE0000263,"Nitric oxide synthase, endothelial",Humans,M93718,P29474,DB00125; DB00155; DB00360; DB01110; DB05676,5
BE0000520,Argininosuccinate lyase,Humans,Y00753,P04424,DB00125,1
BE0000005,"Nitric oxide synthase, inducible",Humans,L09210,P35228,DB00125; DB00155; DB01110; DB01234; DB08814; DB11327,6
BE0000758,"Arginase-2, mitochondrial",Humans,D86724,P78540,DB00125; DB00129,2
BE0000671,Argininosuccinate synthase,Humans,X01630,P00966,DB00125; DB00128; DB00155,3
BE0004338,Lactase-phlorizin hydrolase,Humans,X07994,P09848,DB00126; DB04564,2
BE0004796,DNA,Humans,-,-,DB00126; DB00131; DB00173; DB00194; DB00236; DB00242; DB00249; DB00262; DB00276; DB00291; DB00305; DB00352; DB00385; DB00406; DB00428; DB00432; DB00441; DB00442; DB00445; DB00488; DB00515; DB00526; DB00531; DB00544; DB00553; DB00631; DB00693; DB00694; DB00709; DB00721; DB00738; DB00779; DB00791; DB00827; DB00845; DB00851; DB00853; DB00888; DB00911; DB00916; DB00928; DB00958; DB00987; DB00997; DB01004; DB01008; DB01030; DB01041; DB01042; DB01073; DB01096; DB01099; DB01101; DB01123; DB01168; DB01177; DB01181; DB01204; DB01206; DB01262; DB01265; DB01280; DB01610; DB01611; DB01987; DB04571; DB04572; DB05109; DB05245; DB06803; DB09327; DB13145; DB14753,73
BE0002192,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",Humans,U84573,O00469,DB00126,1
BE0002117,"Phytanoyl-CoA dioxygenase, peroxisomal",Humans,AF023462,O14832,DB00126,1
BE0002195,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",Humans,AF046889,O60568,DB00126; DB00139,2
BE0002197,Gamma-butyrobetaine dioxygenase,Humans,AF082868,O75936,DB00126; DB00139,2
BE0000138,Dopamine beta-hydroxylase,Humans,X13255,P09172,DB00126; DB00822; DB00988,3
BE0002200,Peptidyl-glycine alpha-amidating monooxygenase,Humans,M37721,P19021,DB00126,1
BE0000060,Prolyl 4-hydroxylase subunit alpha-1,Humans,M24486,P13674,DB00126; DB00139; DB00172; DB01275,4
BE0002202,Prolyl 3-hydroxylase 1,Humans,AF097431,Q32P28,DB00126; DB00139; DB00172,3
BE0002203,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,Humans,BX640675,Q6N063,DB00126,1
BE0002205,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2,Humans,AY754389,Q6NS38,DB00126,1
BE0002206,Prolyl 3-hydroxylase 2,Humans,AJ430351,Q8IVL5,DB00126; DB00139; DB00172,3
BE0002208,Prolyl 3-hydroxylase 3,Humans,U47924,Q8IVL6,DB00126; DB00139; DB00172,3
BE0002210,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,Humans,BC032919,Q8N543,DB00126,1
BE0002211,Egl nine homolog 2,Humans,AJ310544,Q96KS0,DB00126,1
BE0002213,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,Humans,AB042029,Q96Q83,DB00126,1
BE0002215,Lysine-specific demethylase 5D,Humans,U52191,Q9BY66,DB00126,1
BE0002217,Egl nine homolog 1,Humans,AF246631,Q9GZT9,DB00126; DB14488; DB14489; DB14490; DB14491; DB14501,6
BE0000168,Solute carrier family 23 member 1,Humans,AF058317,Q9UHI7,DB00126,1
BE0000087,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Humans,L06419,Q02809,DB00126; DB00139,2
BE0002219,Egl nine homolog 3,Humans,AJ310545,Q9H6Z9,DB00126,1
BE0002221,"Trimethyllysine dioxygenase, mitochondrial",Humans,AF373407,Q9NVH6,DB00126; DB00139,2
BE0002223,Transmembrane prolyl 4-hydroxylase,Humans,AY198406,Q9NXG6,DB00126,1
BE0003317,Ribonuclease pancreatic,Humans,D26129,P07998,DB00128; DB04272,2
BE0003751,Lysozyme C,Humans,D26129,P61626,DB00128; DB02772,2
BE0000277,Calcium-binding mitochondrial carrier protein Aralar2,Humans,AJ496569,Q9UJS0,DB00128,1
BE0000187,Aspartoacylase,Humans,S67156,P45381,DB00128; DB14487; DB14533,3
BE0000219,Asparagine synthetase [glutamine-hydrolyzing],Humans,M27396,P08243,DB00128; DB00142; DB00174,3
BE0000481,Aminoacylase-1,Humans,L07548,Q03154,DB00128; DB06151,2
BE0000725,"Aspartate--tRNA ligase, cytoplasmic",Humans,J05032,P14868,DB00128,1
BE0000235,Calcium-binding mitochondrial carrier protein Aralar1,Humans,Y14494,O75746,DB00128,1
BE0000528,Aspartyl/asparaginyl beta-hydroxylase,Humans,U03109,Q12797,DB00128; DB00139,2
BE0002225,Multifunctional protein ADE2,Humans,X53793,P22234,DB00128,1
BE0002227,CAD protein,Humans,D78586,P27708,DB00128,1
BE0002228,Adenylosuccinate synthetase isozyme 2,Humans,X66503,P30520,DB00128,1
BE0001054,Excitatory amino acid transporter 3,Humans,U08989,P43005,DB00128; DB00142,2
BE0000788,"Argininosuccinate synthetase, isoform CRA_a",Humans,AL354898,Q5T6L4,DB00128; DB00155,2
BE0002229,"Aspartate--tRNA ligase, mitochondrial",Humans,AL109921,Q6PI48,DB00128,1
BE0002230,Isoaspartyl peptidase/L-asparaginase,Humans,BC021295,Q7L266,DB00128; DB00174,2
BE0002231,Adenylosuccinate synthetase isozyme 1,Humans,AY037159,Q8N142,DB00128,1
BE0002232,Aspartoacylase-2,Humans,AY040761,Q96HD9,DB00128,1
BE0000306,"Ornithine carbamoyltransferase, mitochondrial",Humans,K02100,P00480,DB00129; DB00155,2
BE0000286,Arginase-1,Humans,M14502,P05089,DB00129,1
BE0000371,Ornithine decarboxylase antizyme 1,Humans,U09202,P54368,DB00129,1
BE0000258,Mitochondrial ornithine transporter 2,Humans,AF332005,Q9BXI2,DB00129,1
BE0000201,Mitochondrial ornithine transporter 1,Humans,AF112968,Q9Y619,DB00129,1
BE0002233,Ornithine decarboxylase antizyme 2,Humans,AF057297,O95190,DB00129,1
BE0000347,"Glycine amidinotransferase, mitochondrial",Humans,S68805,P50440,DB00129; DB02530,2
BE0002234,Ornithine decarboxylase antizyme 3,Humans,AF175296,Q9UMX2,DB00129,1
BE0000874,CTP synthase 1,Humans,X52142,P17812,DB00130,1
BE0000374,Amidophosphoribosyltransferase,Humans,D13757,Q06203,DB00130; DB01033; DB01254,3
BE0002240,Glutamine synthetase,Humans,Y00387,P15104,DB00130; DB00142,2
BE0000958,Cyclic AMP-responsive element-binding protein 1,Humans,S72459,P16220,DB00131; DB01183,2
BE0001277,Serine/threonine-protein kinase pim-1,Humans,M27903,P11309,DB00131; DB12010,2
BE0000487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Humans,L20966,Q07343,DB00131; DB00201; DB00277; DB00651; DB00806; DB00824; DB01088; DB01113; DB01427; DB01656; DB05219; DB05676,12
BE0000254,5'-AMP-activated protein kinase subunit beta-1,Humans,AJ224515,Q9Y478,DB00131; DB00331,2
BE0001473,Histidine triad nucleotide-binding protein 1,Humans,U27143,P49773,DB00131,1
BE0001287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Humans,L20970,Q08499,DB00131; DB00651; DB01088; DB01656; DB05219; DB05676,6
BE0000746,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",Humans,AL035661,Q9NUB1,DB00131,1
BE0000350,"Acetyl-coenzyme A synthetase, cytoplasmic",Humans,AF263614,Q9NR19,DB00131,1
BE0000677,5'-AMP-activated protein kinase catalytic subunit alpha-1,Humans,AB022017,Q13131,DB00131; DB00914; DB12010,3
BE0000774,5'-AMP-activated protein kinase subunit beta-2,Humans,AJ224538,O43741,DB00131,1
BE0000269,Adenylate cyclase type 1,Humans,AC069008,Q08828,DB00131; DB09121,2
BE0000639,Long-chain-fatty-acid--CoA ligase 1,Humans,D10040,P33121,DB00131,1
BE0002431,"Fructose-1,6-bisphosphatase 1",Humans,L10320,P09467,DB00131,1
BE0003540,Adenosine kinase,Humans,U50196,P55263,DB00131,1
BE0000888,Fatty acid desaturase 1,Humans,AC004770,O60427,DB00132; DB00159,2
BE0002246,Fatty acid desaturase 2,Humans,AF126799,O95864,DB00132,1
BE0000986,Sodium/calcium exchanger 1,Humans,M91368,P32418,DB00132; DB00159,2
BE0001023,Transient receptor potential cation channel subfamily V member 1,Humans,AJ277028,Q8NER1,DB00132; DB00159; DB00316; DB01744; DB06774; DB09061; DB09120,7
BE0002247,Elongation of very long chain fatty acids protein 4,Humans,AF279654,Q9GZR5,DB00132,1
BE0000071,Peroxisome proliferator-activated receptor alpha,Humans,L02932,Q07869,DB00132; DB00159; DB00313; DB00328; DB00412; DB00573; DB00636; DB01039; DB01050; DB01132; DB01241; DB01393; DB01708; DB02266; DB02709; DB03017; DB03193; DB03756; DB03796; DB04224; DB09064; DB09213; DB13873,23
BE0001777,Bile acid receptor,Humans,U68233,Q96RI1,DB00132; DB01586; DB02659; DB03619; DB05990; DB06777,6
BE0001007,Peroxisome proliferator-activated receptor delta,Humans,L07592,Q03181,DB00132; DB00159; DB00313; DB00374; DB00412; DB00605; DB01039; DB01132; DB01393; DB04224; DB13873,11
BE0000215,Peroxisome proliferator-activated receptor gamma,Humans,U79012,P37231,DB00132; DB00159; DB00244; DB00313; DB00328; DB00412; DB00573; DB00731; DB00795; DB00912; DB00966; DB01014; DB01039; DB01050; DB01067; DB01118; DB01132; DB01393; DB02266; DB02709; DB03756; DB04224; DB08604; DB09061; DB09213; DB11672; DB13873,27
BE0000412,Retinoic acid receptor RXR-alpha,Humans,X52773,P19793,DB00132; DB00210; DB00307; DB00412; DB00459; DB00523; DB00749; DB00755; DB01393; DB01436; DB03756; DB04224,12
BE0000063,"Serine--tRNA ligase, cytoplasmic",Humans,X91257,P49591,DB00133,1
BE0000763,Methionine synthase reductase,Humans,AF121213,Q9UBK8,DB00134,1
BE0000734,Methionine synthase,Humans,U71285,Q99707,DB00134; DB11590,2
BE0001534,Methionine aminopeptidase 2,Humans,U29607,P50579,DB00134; DB02893,2
BE0000845,Betaine--homocysteine S-methyltransferase 1,Humans,U50929,Q93088,DB00134; DB04272,2
BE0002249,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Humans,AF257473,Q9H2M3,DB00134,1
BE0000363,"Tyrosine--tRNA ligase, mitochondrial",Humans,AF132939,Q9Y2Z4,DB00135,1
BE0000230,"Tyrosine--tRNA ligase, cytoplasmic",Humans,U40714,P54577,DB00135; DB02709,2
BE0000779,Vitamin D3 receptor,Humans,J03258,P11473,DB00136; DB00146; DB00153; DB00169; DB00910; DB01070; DB01436; DB02300; DB04540; DB06410; DB11672,11
BE0008987,Homeobox protein Hox-A10,Humans,J03258,P31260,DB00136,1
BE0000030,Cystine/glutamate transporter,Humans,AB026891,Q9UPY5,DB00138; DB00142; DB00740; DB00795; DB06151; DB11590,6
BE0000035,Cystinosin,Humans,Y15924,O60931,DB00138,1
BE0002251,"B(0,+)-type amino acid transporter 1",Humans,AF141289,P82251,DB00138,1
BE0001130,Neutral and basic amino acid transport protein rBAT,Humans,M95548,Q07837,DB00138,1
BE0002257,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",Humans,U57877,Q99643,DB00139,1
BE0002258,Succinate receptor 1,Humans,AF348078,Q9BXA5,DB00139,1
BE0002259,"Succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial",Humans,AB050193,Q9BYC2,DB00139,1
BE0002260,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",Humans,AB035863,Q9P2R7,DB00139,1
BE0002261,Mitochondrial dicarboxylate carrier,Humans,AJ131612,Q9UBX3,DB00139,1
BE0000176,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Humans,D30648,P31040,DB00139; DB04657; DB09270,3
BE0000989,17-beta-hydroxysteroid dehydrogenase type 6,Humans,AF016509,O14756,DB00139,1
BE0000611,Solute carrier family 13 member 3,Humans,AF154121,Q8WWT9,DB00139,1
BE0000447,Solute carrier family 13 member 2,Humans,U26209,Q13183,DB00139,1
BE0000022,Solute carrier family 13 member 1,Humans,AF260824,Q9BZW2,DB00139,1
BE0000355,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",Humans,BC007716,Q96I99,DB00139,1
BE0002252,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",Humans,AB006202,O14521,DB00139; DB00756,2
BE0002253,Prolyl 4-hydroxylase subunit alpha-2,Humans,U90441,O15460,DB00139; DB00172,2
BE0002254,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",Humans,U17248,P21912,DB00139,1
BE0000152,"Succinate-semialdehyde dehydrogenase, mitochondrial",Humans,Y11192,P51649,DB00139; DB00157; DB00313; DB00534,4
BE0002255,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",Humans,AF104921,P53597,DB00139,1
BE0002256,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",Humans,U62961,P55809,DB00139,1
BE0000370,Riboflavin kinase,Humans,AK002011,Q969G6,DB00140; DB03247,2
BE0000595,Flavin reductase (NADPH),Humans,D26308,P30043,DB00140; DB00157; DB03247,3
BE0002262,"Beta-1,4-galactosyltransferase 3",Humans,Y12509,O60512,DB00141,1
BE0002263,"Beta-1,4-galactosyltransferase 4",Humans,AF038662,O60513,DB00141,1
BE0002264,"Beta-1,4-galactosyltransferase 2",Humans,Y12510,O60909,DB00141,1
BE0002265,N-acetyl-D-glucosamine kinase,Humans,AJ242910,Q9UJ70,DB00141,1
BE0002266,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,Humans,AF187072,Q9UK23,DB00141,1
BE0000391,Alpha-N-acetylglucosaminidase,Humans,U43572,P54802,DB00141,1
BE0000109,N-acylglucosamine 2-epimerase,Humans,D10232,P51606,DB00141,1
BE0000259,"Beta-1,4-galactosyltransferase 1",Humans,X14085,P15291,DB00141,1
BE0000824,Metabotropic glutamate receptor 1,Humans,U31215,Q13255,DB00142,1
BE0000833,Metabotropic glutamate receptor 4,Humans,X80818,Q14833,DB00142,1
BE0000827,"Glutamate receptor ionotropic, kainate 4",Humans,S67803,Q16099,DB00142,1
BE0000828,"Glutamate receptor ionotropic, kainate 5",Humans,S40369,Q16478,DB00142,1
BE0000834,Metabotropic glutamate receptor 7,Humans,X94552,Q14831,DB00142,1
BE0000835,Metabotropic glutamate receptor 8,Humans,U92459,O00222,DB00142,1
BE0002267,Excitatory amino acid transporter 5,Humans,U76362,O00341,DB00142,1
BE0002268,5-oxoprolinase,Humans,AB122018,O14841,DB00142,1
BE0002235,Phosphoribosylformylglycinamidine synthase,Humans,AB002359,O15067,DB00142,1
BE0000396,"Glutamate receptor ionotropic, NMDA 2D",Humans,U77783,O15399,DB00142; DB00454; DB01173; DB06151,4
BE0002269,"Glutamate receptor ionotropic, delta-2",Humans,AF009014,O43424,DB00142,1
BE0000534,"Glutamate receptor ionotropic, NMDA 3B",Humans,AC004528,O60391,DB00142; DB01159; DB01173,3
BE0002237,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",Humans,AF026851,O75879,DB00142,1
BE0000825,"Glutaminase kidney isoform, mitochondrial",Humans,AF158555,O94925,DB00142,1
BE0000188,Bifunctional glutamate/proline--tRNA ligase,Humans,X54326,P07814,DB00142; DB00172,2
BE0000403,Vitamin K-dependent gamma-carboxylase,Humans,M81592,P38435,DB00142; DB00170; DB01022; DB01125; DB09332,5
BE0001115,Excitatory amino acid transporter 1,Humans,L19158,P43003,DB00142,1
BE0000884,Excitatory amino acid transporter 2,Humans,U03505,P43004,DB00142,1
BE0000166,Glutamate--cysteine ligase catalytic subunit,Humans,M90656,P48506,DB00142; DB00151,2
BE0002270,Excitatory amino acid transporter 4,Humans,U18244,P48664,DB00142,1
BE0000755,"Glutamate dehydrogenase 2, mitochondrial",Humans,X66310,P49448,DB00142; DB00157,2
BE0000321,GMP synthase [glutamine-hydrolyzing],Humans,U10860,P49915,DB00142,1
BE0000365,"Glutamate receptor ionotropic, NMDA 1",Humans,D13515,Q05586,DB00142; DB00454; DB01043; DB01173; DB03929; DB06151; DB08954,7
BE0000700,"Folylpolyglutamate synthase, mitochondrial",Humans,M98045,Q05932,DB00142; DB00293,2
BE0002271,Glutamyl aminopeptidase,Humans,L14721,Q07075,DB00142,1
BE0000760,"Glutamate receptor ionotropic, NMDA 2A",Humans,U09002,Q12879,DB00142; DB00454; DB00949; DB01159; DB06151,5
BE0000417,"Glutamate receptor ionotropic, NMDA 2B",Humans,U90278,Q13224,DB00142; DB00454; DB00502; DB00949; DB01956; DB06151; DB08954; DB11823,8
BE0000454,"Glutamate receptor ionotropic, NMDA 2C",Humans,L76224,Q14957,DB00142; DB00454,2
